Rank,Title,Synopsis,keyword,biggenre,genre
103,捨てられ公爵夫人は、平穏な生活をお望みのようです,"「君に伝えておくことがある。私は君を妻として愛するつもりはない」
結婚式が終わった早々、夫になったばかりのアレクシスにそう告げられたメルフィーナ。

アレクシスから開拓中の貧しい土地をもぎ取り、
公爵邸を後にしたメルフィーナの共はアレクシスのつけた
監視役の護衛騎士、セドリックと無口な侍女のマリーのみだった。

結婚直前に前世の記憶を取り戻したメルフィーナは、
ここが前世で雑学系乙女ゲームと揶揄された
「ハートの国のマリア」の世界であり、
自分がアレクシスルートの悪役、
メルフィーナ・フォン・オルドランドであると気づいてしまう。

家族とは不仲、結婚相手には愛する気も子供を作る気もないと
言われたメルフィーナは、何もかも馬鹿馬鹿しくなった。

実家も婚家も、もう知らない！　あんな男のために悪役になって
修道院送りになるのもまっぴらご免よ！

不遇に育ち不遇な結婚をしてしまったメルフィーナは、
家族も夫も関係なく勝手に幸せになろうと決意するのだった。

※このお話の舞台は乙女ゲームの世界であり、現実の歴史とは一切関わりがありません。
作中に出てくる文化・習慣・宗教・風俗等は全て架空のものです。
あくまで創作上のものとして楽しんでいただければ幸いです。
2/1　カクヨム様でも投稿しています。",女主人公 中世 内政 魔法 ハッピーエンド ゲーム 乙女ゲーム 悪役令嬢 領地経営 生産 職人 料理 R15 異世界転生 異世界転移,2,201
104,勘違い、しちゃ駄目ですよ,"　文官志望のラナは、侯爵令息アンベールと日々成績争いをしている。ライバル同士の二人だが、ラナは密かにアンベールのことを恋い慕っていた。

　そんなある日、ラナは父親から政略結婚が決まったこと、お相手の意向により夢を諦めなければならないことを告げられてしまう。途方に暮れていた彼女に、アンベールが『恋人のふり』をすることを提案。ラナの婚約回避に向けて、二人は恋人として振る舞いはじめる。

　けれど、アンベールの幼馴染であるロミーは、二人が恋人同士だという話が信じられない。ロミーに事情を打ち明けたラナは「勘違い、しちゃ駄目ですよ」と釘を差されるのだが……。",西洋 日常 ハッピーエンド ざまぁ要素,1,101
105,帰還した元勇者はVRMMOで無双する。〜目指すはVTuber義妹を推して推しまくる生活～,ある日突然異世界に召喚された俺は一年で勇者としての役割を無事達成し、日本へと帰還した。無事義妹と再会しめでたしめでたし……で終わりではない。なんと、義妹はVTuberになっていた！　それも世界で注目を集めていたVRMMO『リトル・ブレイブ・オンライン』の宣伝担当として！　義妹にアイテムを貢ぐために俺も早速『リトル・ブレイブ・オンライン』を購入し、プレイする。その世界は、レベルやステータスはもちろんあるが、何よりも自身の腕前が物を言う世界。剣や魔法による戦闘に多くの人が苦戦する中、すでにそれらを経験済みの俺は最速攻略で無双し、義妹にアイテムを貢いでいく！　これは、俺が義妹にいかに貢ぐかの物語。,ギャグ 男主人公 ハーレム 冒険 VRMMO VTuber ざまぁ 主人公最強 無双 掲示板 配信 勇者 チート 成り上がり 義妹 異世界転移,2,202
106,【連載版】 後宮の宝石鑑定士は黙ってない！【第二章完結】,"宝石鑑定士として働く私には、母親の決めた婚約者がいた。
荷物持ちや支払いを強要してくる最低の男だったが、
地味な自分には他に相手がいないからと、その婚約を受け入れていた。

ある日、実家に帰ると、妹が私の婚約者と浮気をして妊娠していた。
さらに「浮気して、何が悪い？」と開き直り、
母も「お姉ちゃんなんだから、妹の浮気くらい我慢しなさい」と理不尽なことを要求する始末。

さらに婚約者の借金まで押し付けられそうになった私は、家族と縁を切って、一人で生きていくことを決意する。金蔓を失った家族は、抱えた莫大な借金に絶望する。一方で、私は宝石鑑定の知識を活用し、後宮の宮女として輝かしい人生を歩んでいくのだった
※他サイトでも掲載中",女主人公 ハッピーエンド 身分差 ヒストリカル ミステリー ざまぁ 婚約破棄 溺愛 お仕事 姉妹格差 婚約 中華風 成り上がり モフモフ,1,101
107,わたくしの婚約者様は,　婚約者のセリオさまが学園入学前にいきなり告げられた。自分には前世の記憶があって、前世にあった乙女ゲームの世界であり、自分は攻略キャラであると。そして、わたくしミレイヌは登場しなかったと。,乙女ゲーム 攻略キャラの婚約者 ゲーム開始前 ヤンデレ R15 異世界転生,1,101
108,略奪愛に仕返しを,"「お姉様ぁ〜ごめんなさい！」
そう言って泣きながら謝る妹。その肩を抱きしめる私の婚約者。
「君との婚約を破棄してリディと婚約したいと思ってるんだ。」
会場がざわつくーーーー
(わざわざ公爵夫人主催の夜会で言い出すだなんてっ！このお馬鹿さんたちは頭も股もゆるいんだから！)
「トラディウス様・・・」
出来るだけ悲しそうな顔をする。
「アマリア・・・すまない、リディを愛してしまったんだ。君は強いから私がいなくても大丈夫だろう？」
「そうですわ〜お姉様はトラディウス様の事愛してないものね。私に譲ってくださるわよね？」
(確かに愛してないわよ？そんな男。でも何の仕返しもせずに引き下がるのはシャクに触るわ！)",女主人公 西洋 中世 身分差 悪役令嬢 ギャフン 姉妹 王子 婚約破棄 ざまあ,1,101
109,疎まれ聖女、やり直し人生で公爵様の妹君の家庭教師になる～貴方、私の事お嫌いでしたよね？なんで今回は溺愛してくるんですか～,"隣国と共謀し国を亡ぼすとでっち上げの罪で告発され、処刑された私が目覚めると、そこは十年前の自分の部屋だった。
十歳のころはまだ聖女としての力が目覚めていないことを思いだした私は、今度の人生では決して聖女にならないと誓う。
しかし聖女にならないのであれば結婚して家に入るか、あるいは勉学で身を立てるかしかない。
よろしい、ならば勉強だ。
そして思いきり勉強し王立学校を首席で卒業した私だったが、卒業式のその日に公爵家から呼び出しがかかる。
私はその公爵の名を聞いた時、身を震わせた。

何故ならヴォルフザイン公爵とは、前世での私を処刑するように王に進言した公爵その人だったのだから。

おそるおそる公爵家に伺うと、そこには当の公爵閣下と花の様に可憐な姫君が並んでいて――。

空気の読めない陰キャ才女と、シスコン公爵が王都と社交界を舞台に大暴れする異世界ラブストーリー。
",女主人公 西洋 近世 ハッピーエンド 身分差 悪役令嬢 逆行転生 聖女 婚約破棄 溺愛 身分差恋愛 シスコン ざまぁ R15 残酷な描写あり,1,101
110,ニセモノ3番,"長らく引き取り手のなかった孤児の少女がある貴族家に引き取られた。
美少女だったが娼婦の娘だったため、名前もつけられず存在を疎んじられてきたのだ。
引き取られた貴族家では亡くなった令嬢になりかわって生きるように命じられる。
彼女の容姿は亡くなった令嬢と瓜二つだった。
--
カクヨム・ツギクルにも掲載。",シリアス ハッピーエンド 身分差 アイリスIF4大賞 突然のコメディー 孤児 なりかわり シンデレラストーリー ファンタジー 演技 R15 残酷な描写あり,1,101
111,花粉症令嬢は運命の香りに気付けない。,"異世界転生しても花粉症は消えてくれなかった令嬢が、なんかよく分からん色々に巻き込まれて行くお話です。
神様の馬鹿野郎。（アルファポリスさまでも掲載させていただいております）",ＥＳＮ大賞６ ギャグ 女主人公 西洋 学園 身分差 ネトコン12感想 溺愛 花粉は宿敵 ざまぁ 異世界転生,1,101
112,政略結婚をどうするかは本人次第,"エレオノールはラミアン伯爵家の令嬢。
婚約者の第一王子から婚約破棄をつきつけられるが、「承りました」とあっさりと受け入れる。
この婚約におけるメリットが誰のためか気づいた時には既に遅い。
婚約破棄が成立したエレオノールは、新たな婿探しに乗り出す。
「政略結婚をどうするかは本人次第ですわ」

政略結婚を淡々と受け入れるメンタル強め令嬢の話

恋愛要素は薄いですが、ジャンルを異世界（恋愛）へ変更しました。",婚約破棄,1,101
113,王太子妃に相応しいのは？,"美しい妹エミリーに陥れられ、王太子の婚約者までも奪われそうになる真面目な姉ミレッタ。ついに王太子から婚約破棄を言い渡されるが、後ろめたいことなどしていない彼女は堂々と対峙をする。
というテンプレ展開ですが、妹に陥れられる姉は本当に王太子妃になれるのか？というところから派生していく話です。妹ざまぁはありません。
10時ごろ更新、全7話の予定です。",悪役令嬢 婚約破棄 R15,1,101
114,「楽しみにしていろよ」そう言いながら兄はうっそりと笑う。,"弟と彼女の道は絶たれた。
絶つのは僕だ。本意ではないけれど。

その後は。そうだな、あの国にちょっと意趣返ししておかないと。楽しみにしていろよ。

「逃した魚は大きかっただろう。思い知るが良い！」というシリーズの３つ目です。→https://ncode.syosetu.com/s8970h/
",シリアス 男主人公 西洋 ヒストリカル 婚約破棄 離婚,2,201
115,もうすぐ春ですね,"ちょっとビターな復讐の話。

2024年4月3日 日間総合ランキング 9位
ありがとうございます！
4月4日　7位　本当にありがとうございます。
",シリアス 年の差 ヒストリカル ざまあ,1,101
116,【完結】悪役令嬢、断罪後の物語,"※2024.04.19 日刊総合ランキング7位。



　公爵令嬢イザベル＝フィスターニスは貴族学院の卒院パーティで婚約者に国外追放を言い渡された。
　ここで悪役令嬢は物語から退場となる。
　彼女のその後はエピローグでしか語られない。

　だが、彼女にも彼女なりの人生がある。
　この物語は悪役令嬢が断罪され、辺境貴族のデブ男爵家領地に嫁いだ後のあるかもしれない物語。


※この物語の主人公はデブ男爵である。",ＥＳＮ大賞６ ギャグ ほのぼの 男主人公 西洋 学園 日常 乙女ゲーム 悪役令嬢 ラブコメ 異世界 乙女小説 追放後 ざまぁ,1,101
117,商売人令嬢は婚約破棄されたって平気、だって契約書があるから,"「クリスタル・ローゼンバーグ侯爵令嬢。本日をもって貴女との婚約を破棄させていただく！」
第一王子スターリングに婚約破棄されたクリスタルは困った。何故なら支度金を商売につぎ込んでしまっていたから。結局婚約破棄は実行された。しかしその途端、婚約とともにスターリングとクリスタルとを結び付けていた契約が切れ、スターリングは昏倒してしまうのだった。スターリングとクリスタルとの間の契約とは何だったのか？",ギャグ シリアス ほのぼの 異世界恋愛 予想外のざまぁ 婚約破棄 多分ハッピーエンド,1,101
118,婚約破棄すると毎日会いに来られないけど、かまわない？,"　王太子であるノエルにいつものように会いに来た、婚約者のマーガレットは、いつになく真剣な様子の彼に何かあったのかと問いかける。

　しかしその問いかけには答えずに、ノエルはマーガレットと婚約を破棄したいのだと言い出した。

　それにマーガレットが嫌いだとも。言われて、マーガレットは仕方なく婚約したとするのなら、という話をし始めるのだった。
",ほのぼの 女主人公 婚約破棄 回避 恋愛,1,101
